time,Total,Kin,Pot
11.7635,5942.104429598507,5926.539503197505,15.564926401001905
11.764000000000001,5942.126297591055,5929.036188488383,13.090109102671818
11.7645,5942.168994122962,5931.5098872830185,10.659106839944283
11.765,5942.231055064962,5933.939872546647,8.291182518314995
11.7655,5942.310613077476,5936.306922907937,6.0036901695388964
11.766,5942.4055973828845,5938.593666353337,3.8119310295478077
11.7665,5942.513785212701,5940.784817149906,1.7289680627946746
11.767,5942.632908254576,5942.867314289438,-0.23440603486177508
11.7675,5942.76070410792,5944.830374318907,-2.069670210987525
11.768,5942.894935497829,5946.665474014783,-3.770538516955052
11.7685,5943.033557534471,5948.366278918358,-5.332721383887431
11.769,5943.1746028332345,5949.928533593271,-6.753930760036388
11.7695,5943.31624979467,5951.349927585666,-8.033677790996318
11.77,5943.456856987796,5952.62994978712,-9.173092799324314
11.7705,5943.594891223457,5953.769740825692,-10.17484960223424
11.771,5943.728970745891,5954.771949531937,-11.042978786046046
11.7715,5943.857850572324,5955.640598511336,-11.78274793901153
11.772,5943.980368044882,5956.380960281806,-12.400592236924279
11.7725,5944.095502827869,5956.999443461427,-12.903940633558626
11.773,5944.202316703822,5957.5034868378025,-13.301170133979873
11.7735,5944.299985592327,5957.901457233638,-13.601471641311276
11.774000000000001,5944.387777160161,5958.202546951639,-13.814769791478083
11.7745,5944.465068994838,5958.4166653969,-13.951596402062352
11.775,5944.5314157362045,5958.554319921869,-14.02290418566492
11.775500000000001,5944.586483608349,5958.626481457358,-14.039997849008664
11.776,5944.630123016812,5958.64443144346,-14.014308426648439
11.7765,5944.662361106451,5958.619588057977,-13.9572269515263
11.777000000000001,5944.683476092242,5958.563312192671,-13.879836100429205
11.7775,5944.6939271351675,5958.486695457553,-13.792768322385273
11.778,5944.694457468783,5958.400334520128,-13.705877051344986
11.778500000000001,5944.6859846771995,5958.314099207448,-13.628114530248364
11.779,5944.669677009974,5958.236903016307,-13.56722600633315
11.7795,5944.646885995666,5958.176486053292,-13.529600057626052
11.78,5944.619132447037,5958.139222094769,-13.520089647732027
11.7805,5944.588038592591,5958.129960468944,-13.541921876352925
11.781,5944.555303184183,5958.151912348529,-13.59660916434607
11.7815,5944.522652129384,5958.2065902295,-13.683938100115375
11.782,5944.491713435131,5958.29380525668,-13.802091821548835
11.7825,5944.464041179356,5958.411725019446,-13.94768384008938
11.783,5944.44099595058,5958.556991529141,-14.115995578561066
11.7835,5944.423740548216,5958.724893974031,-14.301153425814636
11.784,5944.413152732275,5958.909589266025,-14.49643653375007
11.7845,5944.409857359157,5959.104360965186,-14.694503606029194
11.785,5944.414146531499,5959.301905140096,-14.887758608597338
11.7855,5944.426032044746,5959.494631342428,-15.068599297682777
11.786,5944.445233076493,5959.674966237465,-15.229733160971351
11.7865,5944.471157421354,5959.8356490384385,-15.36449161708422
11.787,5944.502984444255,5959.970008861159,-15.467024416903973
11.7875,5944.539690556122,5960.072214663415,-15.53252410729321
11.788,5944.580035577365,5960.137491541708,-15.55745596434299
11.7885,5944.622661238687,5960.162298329774,-15.539637091086366
11.789,5944.6661038842885,5960.144462427909,-15.478358543620683
11.7895,5944.708868489844,5960.083270022794,-15.374401532950253
11.790000000000001,5944.74945081854,5959.979510112443,-15.230059293902864
11.7905,5944.786370947205,5959.835472545806,-15.049101598600659
11.791,5944.81827002618,5959.65490052777,-14.836630501590918
11.791500000000001,5944.84391987332,5959.442898781837,-14.598978908516555
11.792,5944.862230354699,5959.205799898539,-14.343569543840152
11.7925,5944.872356068091,5958.950991922345,-14.07863585425358
11.793000000000001,5944.873665949388,5958.686711551927,-13.813045602539557
11.7935,5944.865769761578,5958.4218083000915,-13.55603853851316
11.794,5944.848576517536,5958.165486626906,-13.31691010937054
11.794500000000001,5944.822243457112,5957.927034343268,-13.104790886156685
11.795,5944.787251155075,5957.715546813095,-12.92829565801985
11.7955,5944.7442638460625,5957.539656878952,-12.795393032889637
11.796,5944.694227227852,5957.407280934094,-12.713053706241727
11.7965,5944.638252529128,5957.325392212692,-12.687139683564054
11.797,5944.577633037847,5957.299830384219,-12.722197346371772
11.7975,5944.513713988154,5957.335155000172,-12.821441012016873
11.798,5944.447939576755,5957.434549422663,-12.986609845908015
11.7985,5944.381715721339,5957.599777573177,-13.218061851838158
11.799,5944.316387058155,5957.831193876363,-13.514806818207713
11.7995,5944.253235500822,5958.127803792876,-13.874568292054747
11.8,5944.193357915689,5958.487369084364,-14.294011168674816
11.8005,5944.1376971072705,5958.906550919973,-14.768853812702353
11.801,5944.08699583316,5959.381081141657,-15.294085308497191
11.8015,5944.0418154358495,5959.905951053548,-15.864135617698285
11.802,5944.002537327544,5960.475608373616,-16.473071046071944
11.8025,5943.969312643938,5961.084152656839,-17.114840012901265
11.803,5943.94217127203,5961.725520081942,-17.783348809912287
11.8035,5943.920963313584,5962.39365131397,-18.472688000385368
11.804,5943.905408510042,5963.082637257281,-19.177228747238566
11.8045,5943.89516679463,5963.786839674199,-19.89167287956861
